Name,,PrepTime,TotalTime,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredient,AggregatedRating,ReviewCount,Calories,FatContent,,,,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions,CookTimeInMinutes
Orange and Lemon Schnitzel Rolls,,PT25M,PT1H15M,"I made this today and it tasted good, BUT I would use veal schnitzel instead of  beef.  Maybe the beef I used was from the very rear end of the schnitzel, the  meat was tough, but the inrds were good :-)","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/43/pickzSsms.jpg""",Meat,"c(""< 15 Mins"", ""Oven"", ""< 4 Hours"")","c(""3"", ""2"", ""1"", ""1"", ""4"", ""2"", ""1"", , ""1"", ""1/2"", ""2"")","c(""beef schnitzel"", ""lemon, rind of"", ""spring onions"", ""salt"", ""fresh black pepper"", ""spice plum sauce"", ""parsley"")",4.5,3,577.4,5.5,,,,119.9,5.2,9.3,11.7,3,1,"c(""Beat the schnitzel to an even thickness with a meat mallet.  Cut in half."", ""Put breadcrumbs in a bowl with the orange and lemon rind."", ""Slice spring onions finely."", ""Mix into breadcrumbs with orange juice, salt and pepper."", ""Divide the crumb mixture evenly between the schnitzel, place the stuffing down the middle.  Roll up the schnitzels like a parcel (secure with a tooth pick if required), and place side by side in a greased oven dish."", ""Mi x plum sauce and extra orange juice together and pour over the schnitzels."", 
""Bake, covered, at 180 C for 40 minutes."", ""Uncover and bake a further 10 minutes."", ""Sprinkle parsley to serve. Just a note the plum sauce and orange juice heated together goes really well over fried sausages."", ""(I had some leftover and tried it). Cheers,  Doreen Doreen Randal,  Wanganui."", ""New Zealand."")",50
Steak and Kidney Pie V,,PT0S,PT2H,This is one of the best steak and kidney pie recipes of which I know. It was published by Matthew Fort in The Guardian newspaper and I have been using it for a long time now,character(0),Beef Organ Meats,"c(""Meat"", ""European"", ""Winter"", ""Oven"", ""< 4 Hours"")","c(""1 1/4"", ""500"", ""50"", ""1"", , ""75"", ""175"", ""500"", ""500"", ""500"", ""2"", ""225"")","c(""stewing beef"", ""plain flour"", ""mustard powder"", ""beef drippings"", ""smoked streaky bacon"", ""onions"", ""carrots"", ""stout beer"", ""bay leaves"", ""puff pastry"")",4,1,5678.7,292.2,,,,265.1,32.1,45.5,458.4,1,1,"c(""Chop up the onion quite roughly."", ""Cut the bacon into thick matchsticks and the  carrots into 1 cm-thick sections (quarter them if they are big). Heat half the  dripping or oil in a casserole and when it is good and hot chuck in the bacon  and vegetables."", ""Stir, reduce the heat and leave to soften up nicely."", ""Cut the  beef into 2.5 - 4 cm pieces, discarding any obvious lumps of fat or gristle. Mix the flour , mustard powder, salt and pepper in a bowl."", ""Roll the beef chunks  through the mixture and then pop them into a heated  frying pan in which you  have heated the rest of the dripping/oil to smoking point. Make sure you brown  the meat well."", 
""Transfer the browned pieces of  beef into the casserole. While  all this is going on, attend to the kidney."", ""Cut away the inner core of fat and  whatever, and cut the rest into bite-sized chunks."", ""Then give it the  flour/mustard/salt/pepper treatment and pop the kidneys into the hot frying pan."", ""It doesn't matter if there isn't much fat left - just stir them around to  prevent them sticking."", ""After a couple of minutes or so add the kidneys to the  casserole and stir everything around."", 
""Pour the stout into the frying pan and,  over a gentle heat, scrape up all the gunge on the bottom of the pan then pour  the whole lot into the casserole. The liquid should cover the meat so if it  doesn't, take the lid off a second bottle of stout and top up."", ""Bung in a couple  of bay  leaves, put on the lid and bring to a simmer."", ""Take off the lid and simmer for about 1 1/2 hours until the meats are just tender but not disintegrating."", ""The juice should have reduced and taken on a velvet glow by now and if it  hasn't, move the meat and vegetables into the pie dish, turn up the heat under  the casserole and reduce until you get the desired concentration and quality."", 
""Pour the juice over the meat, cover and set aside to cool down, preferably  overnight. If you need to plough ahead, however, no matter."", ""If you're using puff pastry, turn the oven to 220C/425F/Gas 7; if shortcrust, to 200C/400F/Gas 6."", ""Roll out the pastry of your choice and stick it on top of the mixture in the pie dish."", ""Make a slit in the top to let out the steam, brush all over with a mixture of egg and milk beaten together and decorate with pastry ships or birds or  leaves, if you must, and bake for 15 - 20 minutes."", 
""After that, and whichever  type of pastry you are using, turn down the heat to 180C/350F/Gas 4 and c ook for another 15 - 20 minutes."")",120
Kung Pao Chicken II,,PT0S,PT0S,Make and share this Kung Pao Chicken II recipe from Food.com.,character(0),Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""Chinese"", ""Asian"", ""High Protein"", ""High In..."", ""< 15 Mins"")","c(""3 1/2"", ""5"", ""5"", ""1/4"", ""3"", ""1"", ""2"", ""1 1/2"", ""3"", ""1/3"", ""6 -8"", ""1 1/2"", ""2"", , )","c(""cornstarch"", ""soy sauce"", ""dry sherry"", ""salt"", ""boneless skinless chicken breast halves"", ""red wine vinegar"", ""chicken broth"", ""water"", ""sugar"", ""salted peanuts"", ""fresh ginger"", ""green onions"", ""green onion"")",3.5,2,444.8,29.3,,,,12.8,2.7,4.1,32.6,3,1,"c(""For maride, combine 2 tsp. cornstarch, 2 tsp. soy sauce, 2 tsp. sherry and  salt in large bowl;mix well."", """", ""Add chicken;stir to coat well."", ""Let stand 30  minutes."", ""Combine remaining 1 1/2 tsp. cornstarch, 3 tsp. soy sauce, 3 tsp.  sherry, vinegar, chicken broth and sugar in small bowl;mix well, set aside."", ""Heat 1 tbsp. oil in wok or large skillet over medium heat."", ""Add peanuts;cook and stir until lightly toasted."", ""Remove peanuts from wok;set aside. Heat remaining 2 tbsp. oil in wok over medium heat."", 
""Add chili peppers;stir-fry until peppers just begin to char, about 1 minute. Increase heat to high."", ""Add chicken mixture; stir-fry 2 minutes."", ""Add ginger;stir-fry until chicken is no longer pink in center, about 1 minute. Add peanuts and onions;stir-fry 1 minute. Stir cornstarch mixture;add to wok."", ""Cook and stir until sauce boils and thickens."", ""Garnish, if desired."", ""From Cooking Class CHINESE Cookbook."")",0
Snickers Pie with Fudge Sauce,,PT0S,PT0S,Make and share this Snickers Pie with Fudge Sauce recipe from Food.com.,character(0),Pie,"c(""Dessert"", ""< 15 Mins"", ""Easy"")","c(""1"", ""1/2"", ""5"", )","c(""9-inch graham cracker crust"", ""French vanilla ice cream"")",4,1,6774.5,391.4,,,,721.6,10.7,587.3,95.9,1,1,"c(""In a large bowl mix the soft ice cream and the snickers bars together."", ""Pour into the graham cracker pie shell."", ""Cover with plastic wrap and freeze at least 4 hours."", ""Let stand at room temperature for about 15 minutes before serving."", ""I like to serve it with hot fudge sauce and a little whipped cream and maybe a sprinkle of chopped honey peanuts."")",0
Kung Pao Chicken,,PT1H,PT1H30M,Make and share this Kung Pao Chicken recipe from Food.com.,character(0),Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""< 4 Hours"")","c(""1"", ""1"", ""1"", ""1"", ""8"", ""1"", ""1"", ""2"", ""1"", , ""2"", ""2"", ""2"", ""2"", ""2 -3"", ""2 -3"", ""1"", ""1/2"")","c(""boneless skinless chicken breast"", ""cornstarch"", ""white pepper"", ""green pepper"", ""onion"", ""celery"", ""water chestnuts"", ""soy sauce"", ""dry sherry"", ""rice vinegar"", ""sugar"", ""hoisin sauce"", ""oyster sauce"", ""unsalted dry roasted peanuts"")",3,2,443.5,16.3,,,,36.9,4.9,14.1,32,1,1,"c(""Cut chicken into bite size pieces."", ""mix together egg white, corn starch, white pepper and soy sauce in a glass bowl."", ""Add chicken, coating well."", ""Cover and refrigerate for 30 minutes."", ""In a separate bowl or plate, combine the green pepper, onion, drained water chestnuts and celery; Set aside."", ""Mix together the sauce ingredients-set aside."", ""In a wok or large frying pan heat 1 Tbsp peanut oil over med-high heat."", ""Stir-fry the Thai peppers until lightly browned."", ""Add chicken and cook stir-frying until the chicken is almost cooked through."", 
""Add the vegetables-stir-fry for a few minutes."", ""Add sauce ingredients and heat for a few minutes to combine the flavors."", ""Sprinkle the peanuts over."", ""Serve over rice.  (I always wait until I have put the chicken mixture over the rice before sprinkling the peanuts over.)  Also, the Thai peppers can be decreased according to taste."")",30
Pepper with Balsamic Vinegar and Fresh Herbs,,PT0S,PT0S,Make and share this Pepper with Balsamic Vinegar and Fresh Herbs recipe from Food.com.,character(0),Vegetable,"c(""European"", ""Low Protein"", ""Low Cholesterol"", ""Spring"", ""Summer"", ""< 15 Mins"")","c(""1/4"", ""1"", ""4"", ""4"", ""1/3"", ""1/3"", ""1"", ""1/4"", )","c(""olive oil"", ""onion"", ""red bell peppers"", ""green bell peppers"", ""fresh parsley"", ""fresh basil"", ""dried basil"", ""fresh thyme"", ""dried thyme"", ""red wine vinegar"")",4.63201371,0,106.1,7.1,,,,9.7,2.7,5.9,1.5,8,1,"c(""In large skillet, warm the oil over moderate heat. Add onion and cook until  softened, but not browned, about 3 min- utes."", ""Add bell peppers, toss to coat  with oil."", ""Cover and cook until the peppers are tender, 10 to 12 minutes."", ""Add  parsley, basil and thyme and cook, uncovered for 5 minutes."", ""Stir in the vinegar  and continue cooking for 5 minutes."", ""Season with salt and pepper to taste. Serve  either hot or cold."")",0
Balsamic Vinegar Steak Maride,,PT5M,PT5M,Make and share this Balsamic Vinegar Steak Maride recipe from Food.com.,character(0),Low Protein,"c(""< 15 Mins"", ""Easy"")","c(""1/4"", ""1/4"", ""1"", )","c(""lite olive oil"", ""garlic clove"", ""pepper"")",4.5,8,1075.9,108,,,,23.7,0.1,19.1,1,1,1,"c(""Mix ingredients and pour over 4 steaks; I suggest New York strip, porterhouse,  filet mignon, T-bone or any tender cut. Turn often to coat well."", ""Maride for  1/2 to 1 hour."", ""Remove and pat dry."", ""Discard garlic. Place steaks on a hot  charcoal or gas grill and cook until rare to medium."")",0
Caramel Apple Pie,,PT0S,PT0S,Make and share this Caramel Apple Pie recipe from Food.com.,character(0),Pie,"c(""Dessert"", ""Apple"", ""Fruit"", ""Kid Friendly"", ""Microwave"", ""< 15 Mins"")","c(""1/2"", ""1"", ""1"", ""1/3"", ""1"", ""1/2"", ""2"", ""1/2"", ""2"", ""1/2"", ""3 1/2"", )","c(""milk"", ""graham cracker crust"", ""cream cheese"", ""sour cream"", ""sugar"", ""chunky applesauce"", ""vanilla"", ""cinmon"", ""Cool Whip Topping"", ""apple"")",4.63201371,0,538.2,43.2,,,,33.8,1.2,18.1,6.2,8,1,"c(""Melt caramels with milk in a small microwavable bowl on high 1 to 1 1/2   minutes;    stir mixture until smooth."", ""Pour into crust; sprinkle with nuts."", ""Beat cream cheese, sour cream and sugar until smooth; stir in applesauce,  vanilla  and cinmon."", ""Fold in half of the whipped topping."", ""Spread mixture  over     caramel layer in crust.  Chill for at least 4 hours."", ""Garnish with remaining  whipped topping, apple  slices and  melted caramels, if desired."")",0
Zarzuela,,PT30M,PT45M,From: &quot;Spain on a Plate&quot; by Maria Josi Sevilla  BBC Books Zarzuela is a Catalan fish dish which can be delicious or a disaster depending on where you eat it or who cooks it.  Serves six,character(0),Halibut,"c(""Mussels"", ""Squid"", ""No Shell Fish"", ""< 60 Mins"")","c(""5"", ""2"", ""2"", ""2"", ""4"", ""2"", ""14"", ""7"", ""4"", ""4"", , ""1"", ""4"", ""4"", ""16"", ""8"", ""1"", ""8"")","c(""olive oil"", ""onions"", ""tomatoes"", ""garlic"", ""lobsters"", ""squid"", ""cutlets monkfish"", ""cutlets halibut"", ""salt"", ""flour"", ""mussels"", ""clams"", ""fresh parsley"", ""Spanish brandy"")",5,1,350.3,14.8,,,,20.9,1.9,3.2,33,6,1,"c(""If the lobster is fresh, it must be cooked first Also cook the Dublin prawns first Heat 3 tablespoons of oil and fry the onions over a low heat, adding a few drops of water."", ""When the onions are lightly golden, add the tomatoes until the oil  separates and appears at the top , then put to  one side.  This is the \""sofrito\""  Heat a little more oil and fry the bread."", ""Place in a mortar with the almonds  and 1 1/2 cloves of garlic and pound together to a fine paste or \""picada\"" Put to one side To prepare the lobster, split it in half lengthwise. Remove and discard the intestil vein which runs down the tail."", 
""To prepare the squid, pull the  head, and tentacles away from the body."", ""Pull off and discard the skin."", ""Split  the body in half to remove and discard the transparent bond section."", ""Cut off the tentacles above the eye.  Discard head and material inside the squid Wash  remaining squid and slice. Season the  monkfish,halibut, and lobster with salt and dust with a little  flour."", ""Heat a little oil and brown  each fish separately, then the same with  the prawns, squid and Dublin Bay prawns."", 
""As each is finished cooking drain, and arrange in a large flameproof earthenware dish."", ""Add the mussels and clams."", ""Add the remaining garlic and parsley and stand the dish  over low heat.  Pour  over the brandy and flambe.( Light on fire)  Pour in the \""sofrito\"", just cover  with hot water, bring to a boil and simmer for 4 minutes until the clams and  mussels have opened."", ""Discard any that remain closed."", ""Mix in the \""picada\"" and  season to taste with salt.  Cook for a further  5 minutes and serve immediately."", 
""IF YOU HAVE ANY ENERGY LEFT, enjoy!"")",15
Caramel Apples,,PT0S,PT5M,Make and share this Caramel Apples recipe from Food.com.,character(0),Apple,"c(""Fruit"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 15 Mins"", ""Easy"")","c(""4"", ""4 -5"", ""65"", ""2"", ""1"")","c(""apples"", ""water"", ""water"")",4.5,6,721.6,13.6,,,,151.5,4.4,126.4,8,4,1,"c(""Wash and dry apples."", ""Insert a wooden stick into the stem of each apple. Microwave method: Unwrap caramels and place in a microwave-safe bowl."", ""Add water."", ""Microwave on high for three minutes, stirring after two minutes for a smooth sauce. Let mixture stand one minute for coating to thicken slightly."", ""Coat apples with sauce by dipping apples into hot  caramel sauce. Remove excess caramel from bottom of apples and place on greased waxed paper."", ""Serve immediately or store in refrigerator for up to 2 days."", 
""Conventiol method: Wash and dry apples."", ""Insert a wooden stick into the stem end of each apple. Unwrap caramels and place in a 1 1/2 quart saucepan."", ""Melt caramels with water over low heat, stirring frequently."", ""Let mixture stand for one minute for coating to thicken slightly."", ""Coat apples with sauce by dipping apples into hot caramel sauce. Remove excess caramel from bottom of apples and place on greased waxed paper."", ""Serve immediately or store in refrigerator for up to 2 days."")",5
Ginger Tea,,PT0S,PT0S,Make and share this Ginger Tea recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/54/picp1ocfg.jpg""",Beverages,"c(""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 15 Mins"", ""Easy"")","c(""1"", ""1"", ""1 1/2"", ""1/2"", ""4"")","c(""fresh ginger"", ""whole black peppercorn"", ""whole black cardamom seeds"", ""clove"", ""cinmon sticks"")",3,1,80.4,0.9,,,,17.7,2.3,1.7,1.8,1,1,"c(""Put into pot wth a gallon of water."", ""Bring to boil, reduce heat and simmer for 1  hour."", ""Turn off heat, add two black teabags (yes, with caffeine, it is needed to  provide a catalyst for the other ingredients). Steep for ten minutes with the  tea, then remove teabags and continue steeping another 20 minutes."", ""Strain."", ""Add  water to bring volume back to one gallon."", ""Store in pitchers in refrigerator."", ""Can freeze portions that won't be used in a week."", ""To serve, for each cup of tea, add a few ounces of milk, rice dream or soy milk, heat up to almost boiling."", 
""Note: it is important to add this last ingredient to coat the stomach  to protect from possible irritation from the pepper."", ""This recipe has the benefits of  improving circulation, reducing fever, calming digestion, stimulating the immune system, etc. Taken as a preventative, drastically reduces the incidence of  colds, in my persol experience"")",0
Sugar Cookies,,PT5M,PT1H,Make and share this Sugar Cookies recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/55/piciKY2aA.jpg""",Dessert,"c(""Cookie & Brownie"", ""< 60 Mins"", ""For Large Groups"", ""Oven"")","c(""3/4"", ""1"", ""1"", ""1"", ""2"", ""1"", ""4"", ""1"", ""1"")","c(""butter"", ""confectioners' sugar"", ""granulated sugar"", ""eggs"", ""vanilla"", ""plain flour"", ""baking soda"", ""cream of tartar"")",4.5,17,398.5,23.2,,,,44,0.8,20,4.1,16,1,"c(""Cream butter, oil and sugars."", ""Add  beaten eggs and vanilla Mix well add flour,  baking soda and cream of tartar."", ""Chill dough."", ""Roll out with granulated sugar   Cut into desired shapes and bake on shiny cookie sheet for 10-15 minutes at 325  degrees."", ""Marian Allen"")",55
Seven Layer Salad II,,PT0S,PT0S,Make and share this Seven Layer Salad II recipe from Food.com.,character(0),Vegetable,"c(""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 15 Mins"", ""Refrigerator"")","c(""1"", ""1"", ""2"", ""2"", ""1"", ""1"", ""1"", ""1/4"", )","c(""head of lettuce"", ""bell pepper"", ""celery"", ""tomatoes"", ""cauliflower"", ""mushroom"", ""red onion ring"", ""sharp cheddar cheese"", ""water chestnut"")",4.63201371,0,377.8,11.6,,,,57.6,18.9,31.9,21.8,1,1,"c(""Layer in order given in container with a top that seals, cover with small bottle of blue cheese dressing (I use about 3/4's jar of Marie's blue cheese or can use ranch)  chill overnight, before serving add 1/2 lb."", ""bacon crumbled & 1/4 cup Parmesan cheese & toss."", ""I adapted this recipe from the one using green peas."", ""In lieu of cauliflower & mushrooms, add one can of drained LeSueur peas."", ""Marian Allen"")",0
